Team,Opponent,Match_Type,Date,Location,Team_Score,Opponent_Score,Possession_Team,Possession_Opponent,Shots_Team,Shots_Opponent,Fouls_Team,Fouls_Opponent,Yellow_Cards_Team,Yellow_Cards_Opponent,Red_Cards_Team,Red_Cards_Opponent
England,France,Tournament,2010-08-16,Away,2,5,60.78425559122098,52.7561928201844,22,13,7,19,1,3,1,1
Belgium,Spain,Qualifier,2010-08-17,Home,1,2,69.91468099654288,48.32477382912259,17,21,11,8,4,1,1,0
Netherlands,Germany,Friendly,2010-08-18,Away,3,5,32.85804349948229,49.58540056818218,24,27,11,17,2,3,0,1
Germany,Germany,Qualifier,2010-08-19,Home,4,4,69.29013138531997,60.21347292348935,25,26,15,16,4,3,0,0
Argentina,Netherlands,Tournament,2010-08-20,Neutral,3,4,68.00758467989596,51.03841069336468,27,19,19,13,0,0,0,0
Brazil,England,Friendly,2010-08-21,Home,3,5,64.08555601038232,42.94632371221303,5,16,14,19,1,1,0,0
Argentina,Germany,Friendly,2010-08-22,Away,1,5,48.16502303408167,53.25824448355823,26,13,13,11,2,2,1,0
Spain,France,Tournament,2010-08-23,Away,2,4,64.83609486535698,55.630159883045025,7,5,15,19,1,0,0,0
Spain,Italy,Tournament,2010-08-24,Away,3,0,38.833296492243804,56.492453759974595,10,12,8,18,2,1,0,0
England,France,Friendly,2010-08-25,Home,3,0,61.66623341551321,54.732266039078894,13,7,18,15,1,2,1,0
Netherlands,Italy,Friendly,2010-08-26,Home,3,0,37.409532124842166,56.584110589712,20,27,14,18,3,3,1,0
Netherlands,Netherlands,Tournament,2010-08-27,Home,0,2,62.614480138847185,42.40371134669033,15,9,17,8,4,4,0,1
France,Italy,Qualifier,2010-08-28,Neutral,3,1,54.58116533056227,47.84535652317189,6,5,18,16,0,4,1,0
France,Germany,Friendly,2010-08-29,Neutral,3,4,33.92125118054102,56.74824677017391,2,4,5,5,0,0,0,0
France,Spain,Tournament,2010-08-30,Neutral,4,3,65.81278221428902,60.174741664185824,4,10,11,13,3,2,0,1
Germany,Italy,Qualifier,2010-08-31,Away,5,5,53.11828781820978,47.36584514632915,21,16,14,14,1,2,0,1
Portugal,France,Friendly,2010-09-01,Away,0,5,56.249931125484586,44.6133137406778,14,11,16,10,4,4,1,1
Italy,Portugal,Friendly,2010-09-02,Away,3,4,41.3404014260644,58.635306206914336,25,29,18,10,3,2,1,1
Portugal,Germany,Tournament,2010-09-03,Away,5,4,64.86542015691226,38.886927193413584,29,9,10,5,1,1,1,1
Argentina,Portugal,Qualifier,2010-09-04,Away,3,4,51.80802940614254,30.379687821439944,25,24,15,9,4,1,1,1
Portugal,Belgium,Friendly,2010-09-05,Home,1,5,46.84481137166014,48.846640098017716,24,5,5,8,1,4,1,0
Germany,Belgium,Qualifier,2010-09-06,Away,1,4,51.3712698091327,36.934926193053634,29,25,13,19,0,3,0,1
Argentina,France,Qualifier,2010-09-07,Home,5,5,58.13252325871106,45.131310361453686,15,11,14,15,4,3,0,1
Portugal,Belgium,Friendly,2010-09-08,Neutral,0,1,57.80191502797081,41.649366010532646,28,9,12,5,0,3,1,1
Germany,England,Qualifier,2010-09-09,Neutral,4,3,44.303084038312505,61.090475540564896,14,17,14,11,0,4,0,1
Italy,Netherlands,Friendly,2010-09-10,Neutral,0,0,45.41033120425042,43.256339975993214,4,28,8,8,4,0,0,1
Portugal,Germany,Qualifier,2010-09-11,Neutral,0,3,52.489527713537086,55.627031655572914,6,22,19,7,3,2,1,0
Germany,Portugal,Friendly,2010-09-12,Neutral,1,4,66.97628482867952,56.95650386397285,7,11,19,6,1,1,1,1
France,France,Tournament,2010-09-13,Away,1,3,59.817210678639015,48.258171422094215,13,21,9,12,4,1,1,0
Netherlands,England,Friendly,2010-09-14,Away,4,4,45.616599414622264,33.24311742115646,17,6,12,9,0,0,0,0
France,France,Friendly,2010-09-15,Away,3,3,43.48130506207045,58.014603443016235,29,26,6,14,1,2,1,0
Netherlands,England,Friendly,2010-09-16,Neutral,4,2,50.945466965492585,33.00671658701471,17,16,10,13,4,3,0,0
Brazil,Belgium,Qualifier,2010-09-17,Neutral,3,3,64.79965475658379,33.96851838802808,4,19,14,9,3,1,1,1
Brazil,Belgium,Tournament,2010-09-18,Home,5,0,30.347169663835007,37.839894750995555,19,14,6,14,4,3,1,0
Brazil,Italy,Qualifier,2010-09-19,Away,5,0,58.41944273158256,41.21503191152632,26,3,19,16,4,3,1,1
Italy,Brazil,Qualifier,2010-09-20,Neutral,2,3,41.780490217510675,63.85806801284194,20,10,16,5,2,4,1,0
France,France,Friendly,2010-09-21,Neutral,1,5,38.335899208646794,56.99687108417989,13,21,15,18,1,4,1,1
Netherlands,Italy,Qualifier,2010-09-22,Neutral,2,5,30.485519872670356,45.48851153667041,29,23,12,14,4,2,0,1
Germany,Germany,Friendly,2010-09-23,Home,2,5,65.86362482501909,69.14509804643014,9,4,9,9,0,1,0,1
Argentina,Italy,Tournament,2010-09-24,Neutral,1,3,66.48993880025762,39.74410169132583,2,22,16,9,0,4,1,0
Germany,Argentina,Qualifier,2010-09-25,Home,2,5,32.456697665752806,54.39257549537018,20,21,14,12,2,2,1,1
Argentina,Belgium,Qualifier,2010-09-26,Home,0,1,50.87261292205442,63.888564358123304,23,2,7,10,0,0,0,0
Spain,Argentina,Qualifier,2010-09-27,Away,3,3,36.1029783469444,62.0809031182714,18,13,6,19,4,3,1,0
Germany,France,Friendly,2010-09-28,Neutral,4,0,60.34750218593096,33.61230994262507,24,11,8,15,1,1,1,1
Portugal,Portugal,Friendly,2010-09-29,Home,1,5,56.61565887064587,57.890968946981715,26,12,12,9,2,1,0,0
Portugal,Portugal,Qualifier,2010-09-30,Neutral,0,2,41.88523251820577,40.31455022210768,20,1,5,17,2,2,0,1
England,Germany,Qualifier,2010-10-01,Away,5,5,34.67841124161461,44.22933912261867,25,22,14,12,3,4,0,1
France,Italy,Tournament,2010-10-02,Away,4,0,63.248826512295544,49.55967929244662,17,21,19,19,3,3,0,1
Argentina,Portugal,Tournament,2010-10-03,Home,4,1,56.97009917139404,61.63000664261574,7,9,7,5,1,3,0,0
Argentina,England,Tournament,2010-10-04,Away,4,3,30.27279780010211,36.64805770676189,17,12,17,9,1,1,1,1
France,England,Tournament,2010-10-05,Away,2,5,55.11487123744421,34.34220940158467,27,7,5,7,2,1,0,1
Italy,Germany,Tournament,2010-10-06,Away,2,2,62.41184110785384,36.13764980174579,10,17,6,9,4,3,0,0
England,Netherlands,Friendly,2010-10-07,Neutral,2,0,53.630722383059314,38.72894142367933,27,29,14,7,4,0,0,0
Italy,Belgium,Tournament,2010-10-08,Neutral,2,2,46.98854706706879,32.38007415244117,25,10,15,19,3,2,0,0
Italy,Italy,Tournament,2010-10-09,Home,0,4,53.356735141692596,67.05425878280309,14,6,19,8,1,0,0,0
Italy,France,Qualifier,2010-10-10,Home,2,0,54.78848226989389,42.76333628354993,28,27,11,15,1,4,1,1
France,Spain,Friendly,2010-10-11,Away,1,4,55.601384957685234,37.07902519465682,26,7,5,13,4,0,1,0
Italy,Spain,Tournament,2010-10-12,Away,4,2,68.68180215617454,55.513368147282804,12,19,13,6,3,0,0,0
Portugal,Spain,Tournament,2010-10-13,Home,0,3,37.14591150233433,61.47984475066516,29,14,12,18,4,4,1,0
Brazil,Portugal,Tournament,2010-10-14,Away,5,3,54.92372509255623,60.12936662405667,26,25,5,14,4,2,1,0
Spain,Netherlands,Qualifier,2010-10-15,Home,2,3,37.51973278518738,58.74828771148369,12,27,14,16,2,3,1,1
Argentina,Netherlands,Qualifier,2010-10-16,Neutral,5,4,38.39826880996047,32.02119901751868,17,11,5,5,1,0,1,0
Argentina,Italy,Qualifier,2010-10-17,Away,4,3,56.77031534829467,61.28638076881785,19,2,6,16,2,2,1,0
Spain,Italy,Tournament,2010-10-18,Away,0,1,66.63816339887931,50.075145650074326,28,1,6,8,2,4,0,1
France,Netherlands,Qualifier,2010-10-19,Away,4,0,36.361769883969664,55.963440801260674,23,26,10,12,4,2,1,0
Germany,Germany,Tournament,2010-10-20,Neutral,5,0,68.49862135025704,68.25698498156906,14,10,5,17,3,0,0,1
France,Italy,Friendly,2010-10-21,Neutral,0,2,42.77489304064916,62.42690153896224,29,12,8,9,4,3,0,0
Argentina,Germany,Tournament,2010-10-22,Away,3,5,45.652561738272006,63.01488036904019,17,9,11,13,3,4,1,1
Argentina,Argentina,Qualifier,2010-10-23,Home,0,4,36.1472329575535,37.25868875512687,15,23,17,14,1,4,0,1
Spain,England,Friendly,2010-10-24,Neutral,2,0,54.63344423406602,49.05668505292258,21,26,17,7,0,0,0,0
Italy,Belgium,Tournament,2010-10-25,Away,5,4,53.85681978495869,67.97301940041423,6,29,16,17,1,2,1,1
France,Italy,Friendly,2010-10-26,Away,4,2,47.69078972410597,53.30741008282821,19,11,13,13,4,3,0,1
Netherlands,Netherlands,Friendly,2010-10-27,Neutral,4,3,49.04365559537344,34.10345479056953,29,1,14,5,3,4,1,1
Spain,England,Friendly,2010-10-28,Home,4,5,54.91903503147563,59.27279299540965,22,20,7,19,0,0,1,1
Portugal,England,Tournament,2010-10-29,Away,1,2,53.339861398574335,31.717073884201994,20,10,8,6,3,0,0,1
Argentina,Brazil,Qualifier,2010-10-30,Home,1,1,44.97053526593646,59.69189068014955,6,29,9,13,3,1,1,0
Spain,Netherlands,Tournament,2010-10-31,Home,2,3,65.36457541199466,65.19090508490589,6,19,9,18,0,1,1,0
France,Belgium,Qualifier,2010-11-01,Neutral,3,3,56.70642092509424,47.01000562453339,4,27,6,13,0,2,1,0
Argentina,Netherlands,Tournament,2010-11-02,Away,1,3,38.216253223992354,46.54451451940349,1,23,17,14,1,0,1,0
Germany,Italy,Tournament,2010-11-03,Away,0,2,42.796119740229095,42.16845509018906,19,21,9,9,2,2,1,1
Spain,France,Tournament,2010-11-04,Home,5,1,61.51512406813014,65.07753140414931,11,25,14,14,0,2,1,0
England,Argentina,Qualifier,2010-11-05,Neutral,2,5,34.18101524080398,51.91138416193547,26,11,5,16,2,3,1,0
Argentina,Germany,Tournament,2010-11-06,Neutral,3,4,60.00927994897188,53.17039762538475,7,3,11,17,2,1,0,0
France,France,Friendly,2010-11-07,Neutral,0,2,44.353697645831815,56.46829563399818,2,27,18,8,2,2,1,0
Brazil,Argentina,Tournament,2010-11-08,Home,4,0,52.06764184433742,42.00923790251508,4,16,19,13,2,3,1,1
Netherlands,France,Friendly,2010-11-09,Home,1,0,41.22232468691358,47.311452454016475,6,22,9,16,0,3,1,1
Belgium,Germany,Qualifier,2010-11-10,Away,0,2,69.4582628728171,59.66423048825195,5,10,10,14,3,1,0,0
Italy,Portugal,Qualifier,2010-11-11,Neutral,3,4,66.23361168569217,69.41947874155942,22,2,18,6,0,1,0,0
Belgium,Netherlands,Tournament,2010-11-12,Home,2,0,67.13799347777007,31.37222160258121,21,19,13,19,0,0,1,1
France,France,Tournament,2010-11-13,Neutral,0,4,37.391020719100666,31.705939917862697,9,4,7,7,4,2,1,0
Portugal,Italy,Tournament,2010-11-14,Home,2,3,63.667603838470605,47.12329927931712,11,16,5,19,4,3,1,0
Portugal,Belgium,Friendly,2010-11-15,Away,4,2,51.415884040963604,56.384873392384534,28,6,12,19,1,0,0,0
Brazil,Spain,Qualifier,2010-11-16,Neutral,3,3,58.31436801094554,45.454584993412674,29,11,6,18,2,2,0,0
Italy,Italy,Friendly,2010-11-17,Home,3,0,38.70016266961785,69.98554615860718,18,17,6,19,2,2,1,0
England,Germany,Friendly,2010-11-18,Neutral,1,4,58.47938583916864,37.81437032344543,20,15,14,12,4,0,0,0
Brazil,Belgium,Tournament,2010-11-19,Home,5,3,66.57068978289185,30.3170183202971,17,22,17,5,3,3,1,1
Belgium,Italy,Tournament,2010-11-20,Home,3,0,40.699255433952,37.60517449251076,28,4,8,6,1,0,1,1
Brazil,England,Friendly,2010-11-21,Home,0,1,39.33439406198026,65.47369500405205,13,24,9,9,3,2,1,1
Belgium,Netherlands,Friendly,2010-11-22,Neutral,0,3,34.17658193893911,35.805959714738584,23,25,5,19,4,0,0,0
Argentina,Belgium,Tournament,2010-11-23,Home,0,1,40.67226701246644,49.15899121226563,17,8,15,19,3,0,0,1
Portugal,England,Tournament,2010-11-24,Away,4,1,51.431690472624496,46.771047228857924,22,24,7,11,2,2,0,0
Argentina,Italy,Friendly,2010-11-25,Neutral,3,5,63.308651657502416,56.62901285164516,26,29,15,14,4,1,1,1
Netherlands,Argentina,Tournament,2010-11-26,Away,3,0,41.15201050630558,32.183823456778114,10,29,12,17,3,3,1,1
Italy,Brazil,Tournament,2010-11-27,Away,0,2,54.84577556277254,56.35000684264904,29,18,10,13,1,2,0,1
England,Argentina,Friendly,2010-11-28,Neutral,1,4,49.18362796692159,44.19006575929342,25,14,7,18,1,1,1,1
Belgium,Netherlands,Friendly,2010-11-29,Home,1,0,41.54316162471086,67.04158236329995,18,26,18,7,0,0,0,1
England,Belgium,Qualifier,2010-11-30,Away,3,5,50.414363247785886,63.95549318343623,17,2,16,15,4,1,0,0
Belgium,Belgium,Friendly,2010-12-01,Neutral,3,5,36.71849585583509,45.980249939103444,12,16,11,8,4,2,1,1
France,Netherlands,Tournament,2010-12-02,Home,2,3,55.58310239394073,69.71567374071411,15,22,15,14,4,2,0,0
Brazil,England,Friendly,2010-12-03,Neutral,3,4,34.626508847354025,32.07775010624989,27,15,10,5,2,0,1,0
Netherlands,Brazil,Friendly,2010-12-04,Neutral,0,5,59.23922100572912,61.545288802567626,27,21,9,16,2,2,1,1
Portugal,Italy,Friendly,2010-12-05,Neutral,5,2,37.10850713542029,47.353460961094505,27,6,12,5,4,4,1,0
Belgium,Germany,Qualifier,2010-12-06,Home,4,0,69.92636613267487,47.33220578350341,26,9,12,5,3,1,0,0
England,Argentina,Qualifier,2010-12-07,Away,3,2,62.94690379041648,36.80535192581371,29,12,7,8,2,4,0,1
Netherlands,Argentina,Tournament,2010-12-08,Away,3,3,43.75361215438889,50.595196798890434,19,10,12,13,4,4,0,0
Germany,Spain,Qualifier,2010-12-09,Neutral,0,0,47.04819089157249,33.38873987520341,22,7,14,12,2,1,0,1
Germany,Brazil,Friendly,2010-12-10,Neutral,2,3,40.36764084430754,54.663087160015095,15,5,13,8,0,2,1,1
Argentina,Germany,Qualifier,2010-12-11,Home,5,4,60.68458244719997,39.663617634155486,13,26,17,12,1,1,0,1
Portugal,Argentina,Friendly,2010-12-12,Neutral,3,4,45.22907879831096,58.9943218307748,7,23,16,19,0,0,0,1
France,Germany,Qualifier,2010-12-13,Neutral,1,2,60.20742039278143,54.29446073026291,11,8,17,11,4,4,1,1
England,Italy,Qualifier,2010-12-14,Neutral,1,2,30.736062187207224,59.85620035005783,8,27,14,10,1,4,1,0
Brazil,Belgium,Qualifier,2010-12-15,Away,1,4,35.42483838018383,59.989682809368446,20,12,7,14,3,2,1,1
Brazil,Germany,Friendly,2010-12-16,Neutral,4,1,44.59897338810274,37.868361808817646,16,1,15,16,4,1,1,1
England,Argentina,Qualifier,2010-12-17,Away,4,4,34.35634133578371,30.026989179463843,24,10,12,6,3,3,0,0
Italy,England,Friendly,2010-12-18,Home,5,0,54.045119691849635,44.6304503757095,23,11,12,19,3,2,1,0
France,Brazil,Friendly,2010-12-19,Home,3,3,32.03328394136493,66.76276863186035,11,27,16,7,2,2,0,0
Netherlands,Netherlands,Tournament,2010-12-20,Away,3,4,64.39051978357372,53.11597538543337,24,23,11,8,2,2,0,1
Belgium,France,Qualifier,2010-12-21,Away,3,4,60.4523199502393,59.100080225000674,5,20,12,11,1,1,0,1
Italy,Portugal,Tournament,2010-12-22,Away,4,5,38.6502591691181,65.18281350094212,26,5,5,12,1,2,1,1
Belgium,Portugal,Tournament,2010-12-23,Away,5,3,49.35167624518871,66.24232990898788,7,13,7,18,2,0,1,0
Belgium,France,Friendly,2010-12-24,Neutral,3,5,48.07252313643682,51.16100629237709,16,18,10,15,1,0,0,1
Italy,Germany,Qualifier,2010-12-25,Away,0,3,58.99458461361511,51.6376833964822,16,10,16,12,0,4,0,0
Argentina,Brazil,Friendly,2010-12-26,Away,2,0,46.06035601898036,64.03755364932465,20,21,19,8,4,4,1,0
Germany,Germany,Friendly,2010-12-27,Away,1,3,31.31741191319383,62.29941741160055,29,25,11,13,0,1,1,1
Belgium,Netherlands,Qualifier,2010-12-28,Neutral,1,2,40.949434353993546,57.954343996217816,17,17,11,12,4,3,0,1
Italy,Brazil,Friendly,2010-12-29,Neutral,0,4,48.647832209481685,54.17857176465226,19,19,15,15,2,4,0,0
Italy,France,Qualifier,2010-12-30,Neutral,3,3,68.97968864642556,54.68860410314241,28,4,10,17,0,4,1,1
Spain,Germany,Qualifier,2010-12-31,Home,5,0,65.24634667817381,44.51645378493541,26,9,19,9,3,4,1,1
Argentina,Spain,Friendly,2011-01-01,Neutral,5,3,37.256245760087616,63.63670989606764,15,18,17,17,0,4,0,0
Portugal,Argentina,Friendly,2011-01-02,Away,4,4,58.93103761963084,54.71118820349044,25,16,16,7,1,2,1,0
Spain,England,Tournament,2011-01-03,Neutral,3,1,67.4730189205915,38.94112248966124,15,7,16,6,0,4,1,1
Spain,Belgium,Friendly,2011-01-04,Neutral,5,3,30.351704521410344,39.593731140381536,27,25,16,16,2,1,1,1
England,England,Qualifier,2011-01-05,Away,3,2,58.83782694683304,64.46412055092918,20,12,15,13,2,2,0,0
Germany,Netherlands,Tournament,2011-01-06,Neutral,1,4,48.37333982444629,55.02830182546355,21,26,8,5,1,2,1,1
Italy,Germany,Qualifier,2011-01-07,Home,1,0,57.20944785132445,45.94816513711727,15,4,9,11,4,1,1,0
Germany,Italy,Tournament,2011-01-08,Neutral,4,4,54.22357094287161,37.4840303694115,3,21,13,15,1,3,1,0
France,Brazil,Friendly,2011-01-09,Home,1,5,69.38661977822807,54.40863892980807,12,28,5,17,4,4,1,1
England,Germany,Friendly,2011-01-10,Home,3,1,41.55261625191471,37.3724152007802,27,12,6,18,2,0,1,1
Portugal,Brazil,Friendly,2011-01-11,Home,0,0,61.445719274770596,48.80668124873204,6,12,9,11,2,3,1,0
Germany,Belgium,Qualifier,2011-01-12,Away,4,1,39.385595532522444,57.10042136964945,20,26,9,5,4,4,1,1
Brazil,Spain,Tournament,2011-01-13,Neutral,0,1,47.42431910200692,52.61661737284483,5,4,16,18,0,0,1,0
Belgium,England,Qualifier,2011-01-14,Home,3,2,69.01523495869648,66.88399600505073,11,12,11,11,0,2,0,0
France,Argentina,Tournament,2011-01-15,Home,4,3,60.6454518405661,31.58884807407076,23,23,12,18,1,2,0,0
Argentina,Belgium,Friendly,2011-01-16,Neutral,0,2,42.63285025134236,41.19179503405611,12,8,14,5,2,2,1,1
Portugal,Belgium,Qualifier,2011-01-17,Away,4,2,54.774771323677996,32.28344404951925,7,24,10,6,0,4,0,0
France,England,Friendly,2011-01-18,Away,3,5,31.987683340110998,37.78416920085998,9,3,10,13,2,1,1,1
Belgium,Belgium,Qualifier,2011-01-19,Home,5,2,40.65579666483879,34.95933343382123,18,16,9,19,1,2,1,0
England,Italy,Friendly,2011-01-20,Away,4,0,58.73561958414458,59.30646508080926,14,2,9,12,3,2,0,0
Belgium,Italy,Qualifier,2011-01-21,Neutral,5,3,52.803742783532996,44.77503765177592,4,6,17,13,2,2,0,0
Spain,Portugal,Qualifier,2011-01-22,Away,3,3,48.78691411907089,67.00177084812083,8,28,15,16,3,4,1,1
Belgium,Portugal,Tournament,2011-01-23,Neutral,4,0,57.635042400638525,30.93510886768282,16,17,12,13,2,0,1,1
Spain,Italy,Friendly,2011-01-24,Home,4,2,45.93835563279304,56.11696739776712,4,12,9,8,4,3,1,1
England,France,Tournament,2011-01-25,Neutral,5,2,31.046245781296523,68.82179201061953,28,9,10,19,3,2,0,1
Netherlands,Spain,Tournament,2011-01-26,Home,1,1,47.64106494062269,37.033548792400744,19,16,7,9,4,3,0,1
Spain,Brazil,Friendly,2011-01-27,Neutral,5,1,66.08516769173046,47.697289211423275,26,7,19,14,4,1,1,1
Argentina,Spain,Qualifier,2011-01-28,Neutral,5,5,64.26460513256485,58.07559564681097,6,8,18,11,1,1,1,1
Belgium,Netherlands,Tournament,2011-01-29,Away,5,4,46.359887416380516,55.32551997292671,19,7,9,10,1,1,1,1
Belgium,Belgium,Friendly,2011-01-30,Neutral,3,1,30.88885763041531,52.64108522262683,15,21,19,19,0,2,0,1
Argentina,Argentina,Qualifier,2011-01-31,Home,2,3,55.45229090481263,43.07024508217621,12,5,18,13,3,3,1,1
Brazil,Belgium,Tournament,2011-02-01,Neutral,5,0,59.64777711131458,59.12799814131605,12,23,13,6,0,0,1,1
Italy,Spain,Tournament,2011-02-02,Home,4,2,41.769743043370994,56.13021108273345,2,7,19,19,3,4,1,0
Netherlands,Italy,Tournament,2011-02-03,Home,0,4,49.06655998478297,36.51201141775006,9,18,7,12,1,3,0,0
Portugal,England,Qualifier,2011-02-04,Neutral,1,1,69.67427180990833,68.56362925222786,3,18,12,18,1,4,1,1
Spain,Netherlands,Tournament,2011-02-05,Away,5,4,53.05372051926395,52.22691635760478,1,16,19,19,1,3,1,0
Argentina,Italy,Qualifier,2011-02-06,Neutral,5,0,44.04299622646266,51.01846404143606,14,7,15,19,3,2,0,1
England,Spain,Tournament,2011-02-07,Neutral,1,0,55.09955506560532,63.92946710349878,28,21,11,6,1,0,0,0
Spain,England,Friendly,2011-02-08,Away,5,4,37.20089227456338,55.616540425159066,28,2,8,18,0,2,0,0
Italy,Argentina,Tournament,2011-02-09,Home,4,4,37.9700949309832,32.97917146425501,13,17,9,18,4,1,0,1
England,Spain,Friendly,2011-02-10,Neutral,2,5,66.99698858856067,50.263574951610394,29,25,12,6,3,0,1,0
France,Brazil,Friendly,2011-02-11,Away,5,4,39.568001646773226,61.22385971576053,25,27,14,7,4,3,0,0
Belgium,Germany,Friendly,2011-02-12,Away,1,2,42.43157516862976,57.99920480707565,5,8,11,8,0,2,0,1
France,England,Qualifier,2011-02-13,Home,5,3,51.75108967879015,68.83074896570987,7,2,14,10,2,4,1,0
Spain,Spain,Friendly,2011-02-14,Away,3,1,65.98770481110425,30.99665118743724,14,18,14,18,1,2,0,1
Italy,Italy,Tournament,2011-02-15,Home,4,1,61.257955588760574,40.44875826561608,16,19,6,10,0,2,0,1
Netherlands,Brazil,Qualifier,2011-02-16,Neutral,4,1,31.751356826794996,51.96625825129702,18,20,12,18,2,3,1,0
Spain,France,Friendly,2011-02-17,Away,2,4,57.72118675593477,54.77959196082997,14,9,12,6,3,3,1,1
Argentina,England,Qualifier,2011-02-18,Neutral,3,4,50.16245930735971,40.974239436309766,1,12,13,10,0,1,1,1
Germany,Brazil,Qualifier,2011-02-19,Away,3,5,49.022113680095224,63.07206665503457,6,22,6,12,3,0,1,1
Spain,Italy,Qualifier,2011-02-20,Away,2,4,57.662334673021725,36.57391171664052,29,19,18,9,4,2,0,0
Belgium,Spain,Tournament,2011-02-21,Neutral,0,5,37.84928184876176,30.033964384868725,21,8,8,5,4,4,1,0
Belgium,Belgium,Friendly,2011-02-22,Away,5,5,69.25954654646878,68.09565593504519,10,22,6,19,3,3,1,0
Spain,Argentina,Qualifier,2011-02-23,Neutral,3,2,55.81226121089796,45.66227177720399,6,8,8,12,4,3,1,0
England,Belgium,Qualifier,2011-02-24,Neutral,0,2,44.62624698447425,68.29959203824374,2,10,7,10,4,1,0,0
Germany,Germany,Qualifier,2011-02-25,Home,0,2,54.00808832280645,41.11726401380896,7,28,11,6,1,0,1,1
Argentina,Brazil,Friendly,2011-02-26,Neutral,4,2,38.658834531584816,32.53794540524903,17,18,18,11,3,1,0,1
Spain,Germany,Qualifier,2011-02-27,Home,5,0,55.353674594198246,60.90078418212093,27,15,9,18,3,3,0,0
England,Argentina,Qualifier,2011-02-28,Neutral,4,2,31.128685629511892,63.43278127302793,24,24,19,12,2,4,1,0
Belgium,Brazil,Tournament,2011-03-01,Away,1,2,43.64727645633465,49.683475953905436,14,11,11,6,1,1,0,1
Belgium,Portugal,Friendly,2011-03-02,Neutral,4,2,59.900675869900255,32.95401360711458,23,21,6,18,0,2,1,0
Italy,Italy,Tournament,2011-03-03,Away,3,5,62.319113964565595,56.16536299893351,7,26,8,5,1,3,0,1
Spain,Brazil,Friendly,2011-03-04,Home,3,1,40.116776532558724,37.28575897900629,22,14,10,10,0,3,1,0
Germany,Italy,Friendly,2011-03-05,Away,5,1,51.57637845119946,63.97526192625137,26,15,16,17,3,1,1,0
Brazil,Belgium,Friendly,2011-03-06,Neutral,0,1,51.13971558756472,40.960924781687645,21,14,9,10,1,4,1,1
Germany,Netherlands,Tournament,2011-03-07,Away,3,3,46.85824185507122,63.908255612557106,9,12,15,12,2,1,0,0
Belgium,England,Tournament,2011-03-08,Home,4,0,39.13731931011914,47.076981675740775,19,4,6,18,4,4,1,1
Belgium,Netherlands,Tournament,2011-03-09,Away,4,5,58.12912932915091,53.85951356992602,25,3,16,19,0,3,0,1
France,Spain,Tournament,2011-03-10,Away,5,4,40.09446726982078,61.582500672838655,21,12,11,11,4,1,0,1
Belgium,England,Qualifier,2011-03-11,Neutral,4,5,66.44102948626463,31.617569719317252,24,25,6,12,3,0,1,1
Argentina,England,Qualifier,2011-03-12,Neutral,2,2,51.140051644740105,62.846640247591395,11,26,18,14,3,1,0,1
Portugal,France,Qualifier,2011-03-13,Away,5,1,64.81913349242487,35.545921670619904,3,7,13,14,3,1,0,1
Spain,England,Friendly,2011-03-14,Home,5,5,41.62970883216656,44.33673420811946,23,7,11,18,4,0,1,0
